planned_run_cell_id,dataset_id,budget_id,budget_short,role_id,condition_id,condition_short,model_repeat_index,source_partition,resolved_branch,metric_path,BACC,F1_MACRO,ACC,ROC_AUC
P02-A4S-R1-BNCI2014_001-NEURAL-A4-C3-MULTI-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:128_PER_CLASS-MR01,BNCI2014_001,P01-L1-LOW-CAL-OFFICIAL-R2:128_PER_CLASS,128,NEURAL,A4-C3-MULTI-PROB-AVG,C3,1,NEW_HIGH_BUDGET_64_128_256,DNN-EEGNET,/kaggle/working/iharq_p02_integrated_1_256_R1/runtime/supplements/stage18S_balanced_sensitivity_R1/metrics/P02-A4S-R1-BNCI2014_001-NEURAL-A4-C3-MULTI-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:128_PER_CLASS-MR01.json,0.6180555555555556,0.6175945149920332,0.6180555555555556,0.6528260030864197
P02-A4S-R1-BNCI2014_001-NEURAL-A4-C3-MULTI-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:128_PER_CLASS-MR02,BNCI2014_001,P01-L1-LOW-CAL-OFFICIAL-R2:128_PER_CLASS,128,NEURAL,A4-C3-MULTI-PROB-AVG,C3,2,NEW_HIGH_BUDGET_64_128_256,DNN-EEGNET,/kaggle/working/iharq_p02_integrated_1_256_R1/runtime/supplements/stage18S_balanced_sensitivity_R1/metrics/P02-A4S-R1-BNCI2014_001-NEURAL-A4-C3-MULTI-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:128_PER_CLASS-MR02.json,0.6006944444444444,0.5989489362217405,0.6006944444444444,0.6155478395061729
P02-A4S-R1-BNCI2014_001-NEURAL-A4-C3-MULTI-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:16_PER_CLASS-MR00,BNCI2014_001,P01-L1-LOW-CAL-OFFICIAL-R2:16_PER_CLASS,16,NEURAL,A4-C3-MULTI-PROB-AVG,C3,0,REUSED_PREDECESSOR_MR00_PROBE,DNN-EEGNET,/kaggle/working/iharq_p02_integrated_1_256_R1/runtime/supplements/stage18S_balanced_sensitivity_R1/metrics/P02-A4S-R1-BNCI2014_001-NEURAL-A4-C3-MULTI-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:16_PER_CLASS-MR00.json,0.5069444444444444,0.5040504487024011,0.5069444444444444,0.5053530092592593
P02-A4S-R1-BNCI2014_001-NEURAL-A4-C3-MULTI-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS-MR01,BNCI2014_001,P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS,1,NEURAL,A4-C3-MULTI-PROB-AVG,C3,1,REUSED_PREDECESSOR_ANCHOR_REPEAT,DNN-EEGNET,/kaggle/working/iharq_p02_integrated_1_256_R1/runtime/supplements/stage18S_balanced_sensitivity_R1/metrics/P02-A4S-R1-BNCI2014_001-NEURAL-A4-C3-MULTI-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS-MR01.json,0.4965277777777778,0.4827522140335666,0.4965277777777778,0.5104648919753086
P02-A4S-R1-BNCI2014_001-NEURAL-A4-C3-MULTI-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS-MR02,BNCI2014_001,P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS,1,NEURAL,A4-C3-MULTI-PROB-AVG,C3,2,REUSED_PREDECESSOR_ANCHOR_REPEAT,DNN-EEGNET,/kaggle/working/iharq_p02_integrated_1_256_R1/runtime/supplements/stage18S_balanced_sensitivity_R1/metrics/P02-A4S-R1-BNCI2014_001-NEURAL-A4-C3-MULTI-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS-MR02.json,0.4965277777777778,0.41235241968394243,0.4965277777777778,0.5670814043209876
P02-A4S-R1-BNCI2014_001-NEURAL-A4-C3-MULTI-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:256_PER_CLASS-MR00,BNCI2014_001,P01-L1-LOW-CAL-OFFICIAL-R2:256_PER_CLASS,256,NEURAL,A4-C3-MULTI-PROB-AVG,C3,0,NEW_HIGH_BUDGET_64_128_256,DNN-EEGNET,/kaggle/working/iharq_p02_integrated_1_256_R1/runtime/supplements/stage18S_balanced_sensitivity_R1/metrics/P02-A4S-R1-BNCI2014_001-NEURAL-A4-C3-MULTI-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:256_PER_CLASS-MR00.json,0.6041666666666667,0.5745386688782915,0.6041666666666666,0.6842206790123456
P02-A4S-R1-BNCI2014_001-NEURAL-A4-C3-MULTI-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:256_PER_CLASS-MR01,BNCI2014_001,P01-L1-LOW-CAL-OFFICIAL-R2:256_PER_CLASS,256,NEURAL,A4-C3-MULTI-PROB-AVG,C3,1,NEW_HIGH_BUDGET_64_128_256,DNN-EEGNET,/kaggle/working/iharq_p02_integrated_1_256_R1/runtime/supplements/stage18S_balanced_sensitivity_R1/metrics/P02-A4S-R1-BNCI2014_001-NEURAL-A4-C3-MULTI-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:256_PER_CLASS-MR01.json,0.7083333333333333,0.7078260869565217,0.7083333333333334,0.7551601080246912
P02-A4S-R1-BNCI2014_001-NEURAL-A4-C3-MULTI-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:256_PER_CLASS-MR02,BNCI2014_001,P01-L1-LOW-CAL-OFFICIAL-R2:256_PER_CLASS,256,NEURAL,A4-C3-MULTI-PROB-AVG,C3,2,NEW_HIGH_BUDGET_64_128_256,DNN-EEGNET,/kaggle/working/iharq_p02_integrated_1_256_R1/runtime/supplements/stage18S_balanced_sensitivity_R1/metrics/P02-A4S-R1-BNCI2014_001-NEURAL-A4-C3-MULTI-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:256_PER_CLASS-MR02.json,0.6180555555555556,0.5894671366369479,0.6180555555555556,0.7331211419753085
P02-A4S-R1-BNCI2014_001-NEURAL-A4-C3-MULTI-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:32_PER_CLASS-MR00,BNCI2014_001,P01-L1-LOW-CAL-OFFICIAL-R2:32_PER_CLASS,32,NEURAL,A4-C3-MULTI-PROB-AVG,C3,0,REUSED_PREDECESSOR_MR00_PROBE,DNN-EEGNET,/kaggle/working/iharq_p02_integrated_1_256_R1/runtime/supplements/stage18S_balanced_sensitivity_R1/metrics/P02-A4S-R1-BNCI2014_001-NEURAL-A4-C3-MULTI-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:32_PER_CLASS-MR00.json,0.5277777777777778,0.4159957058507783,0.5277777777777778,0.5360243055555555
P02-A4S-R1-BNCI2014_001-NEURAL-A4-C3-MULTI-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS-MR00,BNCI2014_001,P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS,4,NEURAL,A4-C3-MULTI-PROB-AVG,C3,0,REUSED_PREDECESSOR_MR00_PROBE,DNN-EEGNET,/kaggle/working/iharq_p02_integrated_1_256_R1/runtime/supplements/stage18S_balanced_sensitivity_R1/metrics/P02-A4S-R1-BNCI2014_001-NEURAL-A4-C3-MULTI-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS-MR00.json,0.5243055555555556,0.522642308390297,0.5243055555555556,0.5042438271604939
P02-A4S-R1-BNCI2014_001-NEURAL-A4-C3-MULTI-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:64_PER_CLASS-MR00,BNCI2014_001,P01-L1-LOW-CAL-OFFICIAL-R2:64_PER_CLASS,64,NEURAL,A4-C3-MULTI-PROB-AVG,C3,0,NEW_HIGH_BUDGET_64_128_256,DNN-EEGNET,/kaggle/working/iharq_p02_integrated_1_256_R1/runtime/supplements/stage18S_balanced_sensitivity_R1/metrics/P02-A4S-R1-BNCI2014_001-NEURAL-A4-C3-MULTI-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:64_PER_CLASS-MR00.json,0.6006944444444444,0.5989489362217405,0.6006944444444444,0.6239390432098765
P02-A4S-R1-BNCI2014_001-NEURAL-A4-C3-MULTI-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:64_PER_CLASS-MR01,BNCI2014_001,P01-L1-LOW-CAL-OFFICIAL-R2:64_PER_CLASS,64,NEURAL,A4-C3-MULTI-PROB-AVG,C3,1,NEW_HIGH_BUDGET_64_128_256,DNN-EEGNET,/kaggle/working/iharq_p02_integrated_1_256_R1/runtime/supplements/stage18S_balanced_sensitivity_R1/metrics/P02-A4S-R1-BNCI2014_001-NEURAL-A4-C3-MULTI-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:64_PER_CLASS-MR01.json,0.5416666666666667,0.487018945323042,0.5416666666666666,0.5669849537037037
P02-A4S-R1-BNCI2014_001-NEURAL-A4-C3-MULTI-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:64_PER_CLASS-MR02,BNCI2014_001,P01-L1-LOW-CAL-OFFICIAL-R2:64_PER_CLASS,64,NEURAL,A4-C3-MULTI-PROB-AVG,C3,2,NEW_HIGH_BUDGET_64_128_256,DNN-EEGNET,/kaggle/working/iharq_p02_integrated_1_256_R1/runtime/supplements/stage18S_balanced_sensitivity_R1/metrics/P02-A4S-R1-BNCI2014_001-NEURAL-A4-C3-MULTI-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:64_PER_CLASS-MR02.json,0.5381944444444444,0.5295678125345418,0.5381944444444444,0.5385802469135802
P02-A4S-R1-BNCI2014_001-NEURAL-A4-C3-MULTI-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS-MR01,BNCI2014_001,P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS,8,NEURAL,A4-C3-MULTI-PROB-AVG,C3,1,REUSED_PREDECESSOR_ANCHOR_REPEAT,DNN-EEGNET,/kaggle/working/iharq_p02_integrated_1_256_R1/runtime/supplements/stage18S_balanced_sensitivity_R1/metrics/P02-A4S-R1-BNCI2014_001-NEURAL-A4-C3-MULTI-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS-MR01.json,0.5277777777777778,0.4815481548154815,0.5277777777777778,0.5666473765432098
P02-A4S-R1-BNCI2014_001-NEURAL-A4-C3-MULTI-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS-MR02,BNCI2014_001,P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS,8,NEURAL,A4-C3-MULTI-PROB-AVG,C3,2,REUSED_PREDECESSOR_ANCHOR_REPEAT,DNN-EEGNET,/kaggle/working/iharq_p02_integrated_1_256_R1/runtime/supplements/stage18S_balanced_sensitivity_R1/metrics/P02-A4S-R1-BNCI2014_001-NEURAL-A4-C3-MULTI-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS-MR02.json,0.4930555555555555,0.3419718309859155,0.4930555555555556,0.5380979938271605
P02-A4S-R1-BNCI2014_001-SSL-A4-C2-MULTI-HARD-VOTE-FULL_TRAIN-MR01,BNCI2014_001,FULL_TRAIN,FULL,SSL,A4-C2-MULTI-HARD-VOTE,C2,1,REUSED_PREDECESSOR_ANCHOR_REPEAT,SSL-CBRAMOD,/kaggle/working/iharq_p02_integrated_1_256_R1/runtime/supplements/stage18S_balanced_sensitivity_R1/metrics/P02-A4S-R1-BNCI2014_001-SSL-A4-C2-MULTI-HARD-VOTE-FULL_TRAIN-MR01.json,0.5798611111111112,0.5475167175225606,0.5798611111111112,
P02-A4S-R1-BNCI2014_001-SSL-A4-C2-MULTI-HARD-VOTE-FULL_TRAIN-MR02,BNCI2014_001,FULL_TRAIN,FULL,SSL,A4-C2-MULTI-HARD-VOTE,C2,2,REUSED_PREDECESSOR_ANCHOR_REPEAT,SSL-CBRAMOD,/kaggle/working/iharq_p02_integrated_1_256_R1/runtime/supplements/stage18S_balanced_sensitivity_R1/metrics/P02-A4S-R1-BNCI2014_001-SSL-A4-C2-MULTI-HARD-VOTE-FULL_TRAIN-MR02.json,0.5798611111111112,0.5639585079893392,0.5798611111111112,
P02-A4S-R1-BNCI2014_001-SSL-A4-C2-MULTI-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:128_PER_CLASS-MR00,BNCI2014_001,P01-L1-LOW-CAL-OFFICIAL-R2:128_PER_CLASS,128,SSL,A4-C2-MULTI-HARD-VOTE,C2,0,NEW_HIGH_BUDGET_64_128_256,SSL-CBRAMOD,/kaggle/working/iharq_p02_integrated_1_256_R1/runtime/supplements/stage18S_balanced_sensitivity_R1/metrics/P02-A4S-R1-BNCI2014_001-SSL-A4-C2-MULTI-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:128_PER_CLASS-MR00.json,0.5208333333333334,0.5093817894528936,0.5208333333333334,
P02-A4S-R1-BNCI2014_001-SSL-A4-C2-MULTI-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:128_PER_CLASS-MR01,BNCI2014_001,P01-L1-LOW-CAL-OFFICIAL-R2:128_PER_CLASS,128,SSL,A4-C2-MULTI-HARD-VOTE,C2,1,NEW_HIGH_BUDGET_64_128_256,SSL-CBRAMOD,/kaggle/working/iharq_p02_integrated_1_256_R1/runtime/supplements/stage18S_balanced_sensitivity_R1/metrics/P02-A4S-R1-BNCI2014_001-SSL-A4-C2-MULTI-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:128_PER_CLASS-MR01.json,0.5347222222222222,0.5308990129819614,0.5347222222222222,
P02-A4S-R1-BNCI2014_001-SSL-A4-C2-MULTI-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:128_PER_CLASS-MR02,BNCI2014_001,P01-L1-LOW-CAL-OFFICIAL-R2:128_PER_CLASS,128,SSL,A4-C2-MULTI-HARD-VOTE,C2,2,NEW_HIGH_BUDGET_64_128_256,SSL-CBRAMOD,/kaggle/working/iharq_p02_integrated_1_256_R1/runtime/supplements/stage18S_balanced_sensitivity_R1/metrics/P02-A4S-R1-BNCI2014_001-SSL-A4-C2-MULTI-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:128_PER_CLASS-MR02.json,0.5173611111111112,0.5173552921886114,0.5173611111111112,
P02-A4S-R1-BNCI2014_001-SSL-A4-C2-MULTI-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:16_PER_CLASS-MR00,BNCI2014_001,P01-L1-LOW-CAL-OFFICIAL-R2:16_PER_CLASS,16,SSL,A4-C2-MULTI-HARD-VOTE,C2,0,REUSED_PREDECESSOR_MR00_PROBE,SSL-CBRAMOD,/kaggle/working/iharq_p02_integrated_1_256_R1/runtime/supplements/stage18S_balanced_sensitivity_R1/metrics/P02-A4S-R1-BNCI2014_001-SSL-A4-C2-MULTI-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:16_PER_CLASS-MR00.json,0.5277777777777778,0.5092221331194867,0.5277777777777778,
P02-A4S-R1-BNCI2014_001-SSL-A4-C2-MULTI-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS-MR01,BNCI2014_001,P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS,1,SSL,A4-C2-MULTI-HARD-VOTE,C2,1,REUSED_PREDECESSOR_ANCHOR_REPEAT,SSL-CBRAMOD,/kaggle/working/iharq_p02_integrated_1_256_R1/runtime/supplements/stage18S_balanced_sensitivity_R1/metrics/P02-A4S-R1-BNCI2014_001-SSL-A4-C2-MULTI-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS-MR01.json,0.5138888888888888,0.453125,0.5138888888888888,
P02-A4S-R1-BNCI2014_001-SSL-A4-C2-MULTI-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS-MR02,BNCI2014_001,P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS,1,SSL,A4-C2-MULTI-HARD-VOTE,C2,2,REUSED_PREDECESSOR_ANCHOR_REPEAT,SSL-CBRAMOD,/kaggle/working/iharq_p02_integrated_1_256_R1/runtime/supplements/stage18S_balanced_sensitivity_R1/metrics/P02-A4S-R1-BNCI2014_001-SSL-A4-C2-MULTI-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS-MR02.json,0.4861111111111111,0.48309483385884067,0.4861111111111111,
P02-A4S-R1-BNCI2014_001-SSL-A4-C2-MULTI-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:256_PER_CLASS-MR00,BNCI2014_001,P01-L1-LOW-CAL-OFFICIAL-R2:256_PER_CLASS,256,SSL,A4-C2-MULTI-HARD-VOTE,C2,0,NEW_HIGH_BUDGET_64_128_256,SSL-CBRAMOD,/kaggle/working/iharq_p02_integrated_1_256_R1/runtime/supplements/stage18S_balanced_sensitivity_R1/metrics/P02-A4S-R1-BNCI2014_001-SSL-A4-C2-MULTI-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:256_PER_CLASS-MR00.json,0.5173611111111112,0.5163757173059499,0.5173611111111112,
P02-A4S-R1-BNCI2014_001-SSL-A4-C2-MULTI-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:256_PER_CLASS-MR01,BNCI2014_001,P01-L1-LOW-CAL-OFFICIAL-R2:256_PER_CLASS,256,SSL,A4-C2-MULTI-HARD-VOTE,C2,1,NEW_HIGH_BUDGET_64_128_256,SSL-CBRAMOD,/kaggle/working/iharq_p02_integrated_1_256_R1/runtime/supplements/stage18S_balanced_sensitivity_R1/metrics/P02-A4S-R1-BNCI2014_001-SSL-A4-C2-MULTI-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:256_PER_CLASS-MR01.json,0.5381944444444444,0.5375197710780821,0.5381944444444444,
P02-A4S-R1-BNCI2014_001-SSL-A4-C2-MULTI-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:256_PER_CLASS-MR02,BNCI2014_001,P01-L1-LOW-CAL-OFFICIAL-R2:256_PER_CLASS,256,SSL,A4-C2-MULTI-HARD-VOTE,C2,2,NEW_HIGH_BUDGET_64_128_256,SSL-CBRAMOD,/kaggle/working/iharq_p02_integrated_1_256_R1/runtime/supplements/stage18S_balanced_sensitivity_R1/metrics/P02-A4S-R1-BNCI2014_001-SSL-A4-C2-MULTI-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:256_PER_CLASS-MR02.json,0.5486111111111112,0.5482625482625483,0.5486111111111112,
P02-A4S-R1-BNCI2014_001-SSL-A4-C2-MULTI-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:32_PER_CLASS-MR00,BNCI2014_001,P01-L1-LOW-CAL-OFFICIAL-R2:32_PER_CLASS,32,SSL,A4-C2-MULTI-HARD-VOTE,C2,0,REUSED_PREDECESSOR_MR00_PROBE,SSL-CBRAMOD,/kaggle/working/iharq_p02_integrated_1_256_R1/runtime/supplements/stage18S_balanced_sensitivity_R1/metrics/P02-A4S-R1-BNCI2014_001-SSL-A4-C2-MULTI-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:32_PER_CLASS-MR00.json,0.5243055555555556,0.522642308390297,0.5243055555555556,
P02-A4S-R1-BNCI2014_001-SSL-A4-C2-MULTI-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS-MR00,BNCI2014_001,P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS,4,SSL,A4-C2-MULTI-HARD-VOTE,C2,0,REUSED_PREDECESSOR_MR00_PROBE,SSL-CBRAMOD,/kaggle/working/iharq_p02_integrated_1_256_R1/runtime/supplements/stage18S_balanced_sensitivity_R1/metrics/P02-A4S-R1-BNCI2014_001-SSL-A4-C2-MULTI-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS-MR00.json,0.5416666666666667,0.5073605639643375,0.5416666666666666,
P02-A4S-R1-BNCI2014_001-SSL-A4-C2-MULTI-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:64_PER_CLASS-MR00,BNCI2014_001,P01-L1-LOW-CAL-OFFICIAL-R2:64_PER_CLASS,64,SSL,A4-C2-MULTI-HARD-VOTE,C2,0,NEW_HIGH_BUDGET_64_128_256,SSL-CBRAMOD,/kaggle/working/iharq_p02_integrated_1_256_R1/runtime/supplements/stage18S_balanced_sensitivity_R1/metrics/P02-A4S-R1-BNCI2014_001-SSL-A4-C2-MULTI-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:64_PER_CLASS-MR00.json,0.48611111111111116,0.4854908019892811,0.4861111111111111,
P02-A4S-R1-BNCI2014_001-SSL-A4-C2-MULTI-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:64_PER_CLASS-MR01,BNCI2014_001,P01-L1-LOW-CAL-OFFICIAL-R2:64_PER_CLASS,64,SSL,A4-C2-MULTI-HARD-VOTE,C2,1,NEW_HIGH_BUDGET_64_128_256,SSL-CBRAMOD,/kaggle/working/iharq_p02_integrated_1_256_R1/runtime/supplements/stage18S_balanced_sensitivity_R1/metrics/P02-A4S-R1-BNCI2014_001-SSL-A4-C2-MULTI-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:64_PER_CLASS-MR01.json,0.4756944444444444,0.47563754747693976,0.4756944444444444,
P02-A4S-R1-BNCI2014_001-SSL-A4-C2-MULTI-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:64_PER_CLASS-MR02,BNCI2014_001,P01-L1-LOW-CAL-OFFICIAL-R2:64_PER_CLASS,64,SSL,A4-C2-MULTI-HARD-VOTE,C2,2,NEW_HIGH_BUDGET_64_128_256,SSL-CBRAMOD,/kaggle/working/iharq_p02_integrated_1_256_R1/runtime/supplements/stage18S_balanced_sensitivity_R1/metrics/P02-A4S-R1-BNCI2014_001-SSL-A4-C2-MULTI-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:64_PER_CLASS-MR02.json,0.5104166666666666,0.5039032435404068,0.5104166666666666,
P02-A4S-R1-BNCI2014_001-SSL-A4-C2-MULTI-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS-MR01,BNCI2014_001,P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS,8,SSL,A4-C2-MULTI-HARD-VOTE,C2,1,REUSED_PREDECESSOR_ANCHOR_REPEAT,SSL-CBRAMOD,/kaggle/working/iharq_p02_integrated_1_256_R1/runtime/supplements/stage18S_balanced_sensitivity_R1/metrics/P02-A4S-R1-BNCI2014_001-SSL-A4-C2-MULTI-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS-MR01.json,0.53125,0.516074829169934,0.53125,
P02-A4S-R1-BNCI2014_001-SSL-A4-C2-MULTI-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS-MR02,BNCI2014_001,P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS,8,SSL,A4-C2-MULTI-HARD-VOTE,C2,2,REUSED_PREDECESSOR_ANCHOR_REPEAT,SSL-CBRAMOD,/kaggle/working/iharq_p02_integrated_1_256_R1/runtime/supplements/stage18S_balanced_sensitivity_R1/metrics/P02-A4S-R1-BNCI2014_001-SSL-A4-C2-MULTI-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS-MR02.json,0.4965277777777778,0.43791641429436706,0.4965277777777778,
P02-A4S-R1-BNCI2014_001-SSL-A4-C3-MULTI-PROB-AVG-FULL_TRAIN-MR01,BNCI2014_001,FULL_TRAIN,FULL,SSL,A4-C3-MULTI-PROB-AVG,C3,1,REUSED_PREDECESSOR_ANCHOR_REPEAT,SSL-CBRAMOD,/kaggle/working/iharq_p02_integrated_1_256_R1/runtime/supplements/stage18S_balanced_sensitivity_R1/metrics/P02-A4S-R1-BNCI2014_001-SSL-A4-C3-MULTI-PROB-AVG-FULL_TRAIN-MR01.json,0.5590277777777778,0.5211499941086367,0.5590277777777778,0.6259162808641976
P02-A4S-R1-BNCI2014_001-SSL-A4-C3-MULTI-PROB-AVG-FULL_TRAIN-MR02,BNCI2014_001,FULL_TRAIN,FULL,SSL,A4-C3-MULTI-PROB-AVG,C3,2,REUSED_PREDECESSOR_ANCHOR_REPEAT,SSL-CBRAMOD,/kaggle/working/iharq_p02_integrated_1_256_R1/runtime/supplements/stage18S_balanced_sensitivity_R1/metrics/P02-A4S-R1-BNCI2014_001-SSL-A4-C3-MULTI-PROB-AVG-FULL_TRAIN-MR02.json,0.5902777777777778,0.574178027265437,0.5902777777777778,0.617091049382716
P02-A4S-R1-BNCI2014_001-SSL-A4-C3-MULTI-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:128_PER_CLASS-MR00,BNCI2014_001,P01-L1-LOW-CAL-OFFICIAL-R2:128_PER_CLASS,128,SSL,A4-C3-MULTI-PROB-AVG,C3,0,NEW_HIGH_BUDGET_64_128_256,SSL-CBRAMOD,/kaggle/working/iharq_p02_integrated_1_256_R1/runtime/supplements/stage18S_balanced_sensitivity_R1/metrics/P02-A4S-R1-BNCI2014_001-SSL-A4-C3-MULTI-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:128_PER_CLASS-MR00.json,0.5347222222222222,0.5343629343629344,0.5347222222222222,0.5537229938271605
P02-A4S-R1-BNCI2014_001-SSL-A4-C3-MULTI-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:128_PER_CLASS-MR01,BNCI2014_001,P01-L1-LOW-CAL-OFFICIAL-R2:128_PER_CLASS,128,SSL,A4-C3-MULTI-PROB-AVG,C3,1,NEW_HIGH_BUDGET_64_128_256,SSL-CBRAMOD,/kaggle/working/iharq_p02_integrated_1_256_R1/runtime/supplements/stage18S_balanced_sensitivity_R1/metrics/P02-A4S-R1-BNCI2014_001-SSL-A4-C3-MULTI-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:128_PER_CLASS-MR01.json,0.5069444444444444,0.5065637065637065,0.5069444444444444,0.5334683641975309
P02-A4S-R1-BNCI2014_001-SSL-A4-C3-MULTI-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:128_PER_CLASS-MR02,BNCI2014_001,P01-L1-LOW-CAL-OFFICIAL-R2:128_PER_CLASS,128,SSL,A4-C3-MULTI-PROB-AVG,C3,2,NEW_HIGH_BUDGET_64_128_256,SSL-CBRAMOD,/kaggle/working/iharq_p02_integrated_1_256_R1/runtime/supplements/stage18S_balanced_sensitivity_R1/metrics/P02-A4S-R1-BNCI2014_001-SSL-A4-C3-MULTI-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:128_PER_CLASS-MR02.json,0.5277777777777778,0.5277550036170726,0.5277777777777778,0.5324074074074074
P02-A4S-R1-BNCI2014_001-SSL-A4-C3-MULTI-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:16_PER_CLASS-MR00,BNCI2014_001,P01-L1-LOW-CAL-OFFICIAL-R2:16_PER_CLASS,16,SSL,A4-C3-MULTI-PROB-AVG,C3,0,REUSED_PREDECESSOR_MR00_PROBE,SSL-CBRAMOD,/kaggle/working/iharq_p02_integrated_1_256_R1/runtime/supplements/stage18S_balanced_sensitivity_R1/metrics/P02-A4S-R1-BNCI2014_001-SSL-A4-C3-MULTI-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:16_PER_CLASS-MR00.json,0.5416666666666666,0.524966261808367,0.5416666666666666,0.5316358024691358
